query_id,category,engine,rep,brand,product,rank
earbuds_01,earbuds,claude,1,anker,(mentioned: anker),2
earbuds_01,earbuds,claude,1,soundcore,(mentioned: soundcore),3
earbuds_01,earbuds,claude,1,tozo,(mentioned: tozo),4
earbuds_01,earbuds,claude,1,sony,(mentioned: sony),5
earbuds_01,earbuds,claude,1,jbl,(mentioned: jbl),6
earbuds_01,earbuds,claude,2,anker,Anker Soundcore Space A40,1
earbuds_01,earbuds,claude,2,earfun,EarFun Air 2,2
earbuds_01,earbuds,claude,2,tozo,TOZO T6,3
earbuds_01,earbuds,claude,2,jbl,JBL Vibe Buds,4
earbuds_01,earbuds,claude,3,anker,Anker Soundcore Space A40,1
earbuds_01,earbuds,claude,3,tozo,TOZO T6,2
earbuds_01,earbuds,claude,3,earfun,EarFun Air 2,3
earbuds_01,earbuds,claude,3,soundcore,Soundcore P31i,4
earbuds_01,earbuds,deepseek,1,anker,Soundcore by Anker Life P3i,1
earbuds_01,earbuds,deepseek,1,tozo,TOZO T6,2
earbuds_01,earbuds,deepseek,1,earfun,EarFun Air S,3
earbuds_01,earbuds,deepseek,1,jbl,JBL Tune 125TWS,4
earbuds_01,earbuds,deepseek,1,skullcandy,Skullcandy Dime 3,5
earbuds_01,earbuds,deepseek,2,anker,Soundcore by Anker P20i,1
earbuds_01,earbuds,deepseek,2,jbl,JBL Vibe Beam,2
earbuds_01,earbuds,deepseek,2,tozo,Tozo T6,3
earbuds_01,earbuds,deepseek,2,skullcandy,Skullcandy Dime 3,4
earbuds_01,earbuds,deepseek,2,sony,Sony WF,5
earbuds_01,earbuds,deepseek,3,anker,Soundcore by Anker P20i,1
earbuds_01,earbuds,deepseek,3,tozo,TOZO T6,2
earbuds_01,earbuds,deepseek,3,earfun,EarFun Air,3
earbuds_01,earbuds,deepseek,3,soundcore,Soundcore Life A1,4
earbuds_02,earbuds,chatgpt,1,anker,Anker Soundcore Space A40,1
earbuds_02,earbuds,chatgpt,1,jbl,JBL Vibe Buds,2
earbuds_02,earbuds,chatgpt,1,skullcandy,Skullcandy Dime 3,3
earbuds_02,earbuds,chatgpt,2,anker,Anker Soundcore P25i,1
earbuds_02,earbuds,chatgpt,2,jbl,JBL Vibe Buds,2
earbuds_02,earbuds,chatgpt,2,soundcore,soundcore P20i,3
earbuds_02,earbuds,chatgpt,3,anker,Anker Soundcore P20i,1
earbuds_02,earbuds,chatgpt,3,sony,Sony WF,2
earbuds_02,earbuds,chatgpt,3,earfun,EarFun Air Pro 4,3
earbuds_02,earbuds,gemini,1,skullcandy,(mentioned: skullcandy),1
earbuds_02,earbuds,gemini,1,anker,(mentioned: anker),2
earbuds_02,earbuds,gemini,1,realme,(mentioned: realme),3
earbuds_02,earbuds,gemini,1,soundcore,(mentioned: soundcore),4
earbuds_02,earbuds,gemini,1,tozo,(mentioned: tozo),5
earbuds_02,earbuds,gemini,2,anker,Anker Soundcore P31i,1
earbuds_02,earbuds,gemini,2,earfun,Earfun Air Pro 4+,2
earbuds_02,earbuds,gemini,2,moondrop,Moondrop Space Travel,3
earbuds_02,earbuds,gemini,2,jbl,JBL Wave Flex True Wireless Earbuds,4
earbuds_02,earbuds,gemini,3,tozo,TOZO T6 True Wireless Earbuds,1
earbuds_02,earbuds,gemini,3,anker,Anker Soundcore Life P2 Mini,2
earbuds_02,earbuds,gemini,3,skullcandy,Skullcandy Dime 3 True Wireless Earbuds,3
earbuds_02,earbuds,perplexity,1,anker,(mentioned: anker),1
earbuds_02,earbuds,perplexity,1,realme,(mentioned: realme),2
earbuds_02,earbuds,perplexity,1,soundcore,(mentioned: soundcore),3
earbuds_02,earbuds,perplexity,2,anker,Anker Soundcore P31i / R60i NC,1
earbuds_02,earbuds,perplexity,2,earfun,EarFun Air Pro 4 Plus,2
earbuds_02,earbuds,perplexity,2,realme,Realme Buds Air 7,3
earbuds_02,earbuds,perplexity,3,anker,Soundcore P31i,1
earbuds_02,earbuds,perplexity,3,realme,Realme Buds Air 7,2
earbuds_02,earbuds,claude,1,tozo,TOZO T6,1
earbuds_02,earbuds,claude,1,anker,Anker Soundcore P40i,2
earbuds_02,earbuds,claude,1,jbl,JBL Vibe Buds,3
earbuds_02,earbuds,claude,2,anker,(mentioned: anker),1
earbuds_02,earbuds,claude,2,soundcore,(mentioned: soundcore),2
earbuds_02,earbuds,claude,2,tozo,(mentioned: tozo),3
earbuds_02,earbuds,claude,2,jbl,(mentioned: jbl),4
earbuds_02,earbuds,claude,3,anker,(mentioned: anker),1
earbuds_02,earbuds,claude,3,soundcore,(mentioned: soundcore),2
earbuds_02,earbuds,claude,3,tozo,(mentioned: tozo),3
earbuds_02,earbuds,claude,3,jbl,(mentioned: jbl),4
earbuds_02,earbuds,deepseek,1,anker,Soundcore by Anker P20i,1
earbuds_02,earbuds,deepseek,1,tozo,TOZO T6,2
earbuds_02,earbuds,deepseek,1,skullcandy,Skullcandy Dime 2,3
earbuds_02,earbuds,deepseek,1,soundpeats,Soundpeats Free 2 Classic,4
earbuds_02,earbuds,deepseek,2,anker,Soundcore by Anker Life P2,1
earbuds_02,earbuds,deepseek,2,tozo,TOZO T6,2
earbuds_02,earbuds,deepseek,3,anker,Soundcore by Anker Life P3,1
earbuds_02,earbuds,deepseek,3,tozo,TOZO T6,2
earbuds_03,earbuds,chatgpt,1,anker,Anker Soundcore P40i,1
earbuds_03,earbuds,chatgpt,1,tozo,TOZO T12,2
earbuds_03,earbuds,chatgpt,2,anker,Anker Soundcore Space A40,1
earbuds_03,earbuds,chatgpt,2,tozo,TOZO T12,2
earbuds_03,earbuds,chatgpt,2,edifier,Edifier TWS1 Pro 2,3
earbuds_03,earbuds,chatgpt,3,anker,Anker Soundcore P40i,1
earbuds_03,earbuds,chatgpt,3,moondrop,Moondrop Space Travel,2
earbuds_03,earbuds,chatgpt,3,edifier,Edifier TWS1 Pro 2,3
earbuds_03,earbuds,gemini,1,anker,Soundcore by Anker Life P2 Mini,1
earbuds_03,earbuds,gemini,1,tozo,TOZO T6,2
earbuds_03,earbuds,gemini,2,soundpeats,SOUNDPEATS Air6 HS,1
earbuds_03,earbuds,gemini,2,anker,Soundcore by Anker Life P2 Mini,2
earbuds_03,earbuds,gemini,3,anker,(mentioned: anker),1
earbuds_03,earbuds,gemini,3,soundcore,(mentioned: soundcore),2
earbuds_03,earbuds,gemini,3,tozo,(mentioned: tozo),3
earbuds_03,earbuds,gemini,3,soundpeats,(mentioned: soundpeats),4
earbuds_03,earbuds,perplexity,1,earfun,EarFun Air 2,1
earbuds_03,earbuds,perplexity,1,nothing,CMF Buds 2 by Nothing,2
earbuds_03,earbuds,perplexity,2,earfun,EarFun Air Pro 2,1
earbuds_03,earbuds,perplexity,3,earfun,(mentioned: earfun),1
earbuds_03,earbuds,perplexity,3,anker,(mentioned: anker),2
earbuds_03,earbuds,perplexity,3,soundcore,(mentioned: soundcore),3
earbuds_03,earbuds,perplexity,3,tozo,(mentioned: tozo),4
earbuds_03,earbuds,claude,1,anker,Anker Soundcore P31i / R60i NC,1
earbuds_03,earbuds,claude,1,earfun,EarFun Air 2,2
earbuds_03,earbuds,claude,2,anker,(mentioned: anker),1
earbuds_03,earbuds,claude,2,asics,(mentioned: asics),2
earbuds_03,earbuds,claude,2,soundcore,(mentioned: soundcore),3
earbuds_03,earbuds,claude,3,soundcore,Soundcore P31i,1
earbuds_03,earbuds,claude,3,earfun,EarFun Air 2,2
earbuds_03,earbuds,deepseek,1,anker,Soundcore by Anker P20i,1
earbuds_03,earbuds,deepseek,1,tozo,TOZO T6,2
earbuds_03,earbuds,deepseek,1,sony,Sony WF,3
earbuds_03,earbuds,deepseek,1,earfun,EarFun Air,4
earbuds_03,earbuds,deepseek,2,skullcandy,(mentioned: skullcandy),1
earbuds_03,earbuds,deepseek,2,anker,(mentioned: anker),2
earbuds_03,earbuds,deepseek,2,soundcore,(mentioned: soundcore),3
earbuds_03,earbuds,deepseek,2,tozo,(mentioned: tozo),4
earbuds_03,earbuds,deepseek,2,sony,(mentioned: sony),5
earbuds_03,earbuds,deepseek,3,anker,Soundcore by Anker Life P3i,1
earbuds_03,earbuds,deepseek,3,tozo,TOZO T12,2
earbuds_03,earbuds,deepseek,3,skullcandy,Skullcandy Dime 3,3
earbuds_03,earbuds,deepseek,3,soundcore,Soundcore P20i,4
earbuds_04,earbuds,chatgpt,1,anker,Anker Soundcore Space A40,1
earbuds_04,earbuds,chatgpt,1,samsung,Samsung Galaxy Buds FE,2
earbuds_04,earbuds,chatgpt,1,oneplus,OnePlus Buds 3,3
earbuds_04,earbuds,chatgpt,2,anker,Anker Soundcore Space A40,1
earbuds_04,earbuds,chatgpt,2,oneplus,OnePlus Buds 3,2
earbuds_04,earbuds,chatgpt,2,samsung,Samsung Galaxy Buds FE,3
earbuds_04,earbuds,chatgpt,2,tozo,TOZO NC7,4
earbuds_04,earbuds,chatgpt,3,sony,Sony WF,1
earbuds_04,earbuds,chatgpt,3,liberty,Soundcore Liberty 4 NC,2
earbuds_04,earbuds,chatgpt,3,nothing,Nothing Ear,3
earbuds_04,earbuds,chatgpt,3,earfun,EarFun Air Pro 3,4
earbuds_04,earbuds,gemini,1,anker,Anker Soundcore Space A40 Truly Wireless Earbuds,1
earbuds_04,earbuds,gemini,1,liberty,Soundcore Liberty 4 NC Earbuds,2
earbuds_04,earbuds,gemini,2,anker,Anker Soundcore Space A40,1
earbuds_04,earbuds,gemini,2,earfun,EarFun Air Pro 3 / EarFun Air Pro 4+,2
earbuds_04,earbuds,gemini,2,jbl,JBL Tune Beam,3
earbuds_04,earbuds,gemini,3,soundcore,Soundcore Space A40,1
earbuds_04,earbuds,gemini,3,liberty,Soundcore Liberty 4 NC,2
earbuds_04,earbuds,gemini,3,anker,Anker Soundcore Life P3,3
earbuds_04,earbuds,gemini,3,earfun,EarFun Air Pro 4 / Air Pro 4+,4
earbuds_04,earbuds,gemini,3,tozo,TOZO NC9,5
earbuds_04,earbuds,perplexity,1,anker,Anker Soundcore Space A40 Truly Wireless,1
earbuds_04,earbuds,perplexity,1,earfun,Earfun Air Pro 4i / 4+,2
earbuds_04,earbuds,perplexity,1,liberty,Soundcore Liberty 5,3
earbuds_04,earbuds,perplexity,1,soundpeats,Soundpeats Air5 Pro+,4
earbuds_04,earbuds,perplexity,2,anker,Anker Soundcore Space A40,1
earbuds_04,earbuds,perplexity,2,earfun,Earfun Air Pro 4i / 4+,2
earbuds_04,earbuds,perplexity,2,liberty,Soundcore Liberty 5,3
earbuds_04,earbuds,perplexity,2,soundpeats,Soundpeats Air5 Pro+,4
earbuds_04,earbuds,perplexity,3,earfun,(mentioned: earfun),1
earbuds_04,earbuds,perplexity,3,anker,(mentioned: anker),2
earbuds_04,earbuds,perplexity,3,liberty,(mentioned: liberty),3
earbuds_04,earbuds,perplexity,3,soundcore,(mentioned: soundcore),4
earbuds_04,earbuds,perplexity,3,soundpeats,(mentioned: soundpeats),5
earbuds_04,earbuds,claude,1,anker,Anker Soundcore Space A40,1
earbuds_04,earbuds,claude,1,earfun,Earfun Air Pro 4+,2
earbuds_04,earbuds,claude,1,oneplus,OnePlus Buds 4,3
earbuds_04,earbuds,claude,1,soundpeats,SoundPEATS Capsule3 Pro+,4
earbuds_04,earbuds,claude,2,apple,(mentioned: apple),1
earbuds_04,earbuds,claude,2,earfun,(mentioned: earfun),2
earbuds_04,earbuds,claude,2,anker,(mentioned: anker),3
earbuds_04,earbuds,claude,2,soundcore,(mentioned: soundcore),4
earbuds_04,earbuds,claude,2,soundpeats,(mentioned: soundpeats),5
earbuds_04,earbuds,claude,3,earfun,(mentioned: earfun),1
earbuds_04,earbuds,claude,3,anker,(mentioned: anker),2
earbuds_04,earbuds,claude,3,liberty,(mentioned: liberty),3
earbuds_04,earbuds,claude,3,soundcore,(mentioned: soundcore),4
earbuds_04,earbuds,claude,3,soundpeats,(mentioned: soundpeats),5
earbuds_04,earbuds,claude,3,oneplus,(mentioned: oneplus),6
earbuds_04,earbuds,deepseek,1,anker,Soundcore by Anker Space A40,1
earbuds_04,earbuds,deepseek,1,earfun,EarFun Air Pro 3,2
earbuds_04,earbuds,deepseek,1,tozo,Tozo Golden X1,3
earbuds_04,earbuds,deepseek,2,anker,Soundcore by Anker Space A40,1
earbuds_04,earbuds,deepseek,2,earfun,EarFun Air Pro 3,2
earbuds_04,earbuds,deepseek,2,jbl,JBL Tune 130NC,3
earbuds_04,earbuds,deepseek,2,sony,Sony WF,4
earbuds_04,earbuds,deepseek,3,anker,Soundcore by Anker Space A40,1
earbuds_04,earbuds,deepseek,3,earfun,EarFun Air Pro 3,2
earbuds_04,earbuds,deepseek,3,tozo,Tozo NC9,3
earbuds_04,earbuds,deepseek,3,soundcore,Soundcore Life P3,4
earbuds_04,earbuds,deepseek,3,sony,Sony WF,5
earbuds_05,earbuds,chatgpt,1,sony,Sony WF,1
earbuds_05,earbuds,chatgpt,1,earfun,EarFun Air Pro 4,2
earbuds_05,earbuds,chatgpt,1,nothing,Nothing Ear,3
earbuds_05,earbuds,chatgpt,1,anker,Anker Soundcore Space A40,4
earbuds_05,earbuds,chatgpt,2,anker,Anker Soundcore Space A40,1
earbuds_05,earbuds,chatgpt,2,earfun,EarFun Air Pro 4,2
earbuds_05,earbuds,chatgpt,2,sony,Sony WF,3
earbuds_05,earbuds,chatgpt,3,anker,Anker Soundcore Space A40,1
earbuds_05,earbuds,chatgpt,3,nothing,Nothing Ear,2
earbuds_05,earbuds,chatgpt,3,earfun,EarFun Air Pro 3,3
earbuds_05,earbuds,gemini,1,earfun,(mentioned: earfun),1
earbuds_05,earbuds,gemini,1,anker,(mentioned: anker),2
earbuds_05,earbuds,gemini,1,soundcore,(mentioned: soundcore),3
earbuds_05,earbuds,gemini,1,jbl,(mentioned: jbl),4
earbuds_05,earbuds,gemini,2,earfun,(mentioned: earfun),1
earbuds_05,earbuds,gemini,2,anker,(mentioned: anker),2
earbuds_05,earbuds,gemini,2,soundcore,(mentioned: soundcore),3
earbuds_05,earbuds,gemini,2,tozo,(mentioned: tozo),4
earbuds_05,earbuds,gemini,3,earfun,EarFun Air Pro 3,1
earbuds_05,earbuds,gemini,3,anker,Anker Soundcore Space A40,2
earbuds_05,earbuds,perplexity,1,earfun,Earfun Air Pro 4i,1
earbuds_05,earbuds,perplexity,1,anker,Anker Soundcore Space A40,2
earbuds_05,earbuds,perplexity,2,earfun,Earfun Air Pro 4i,1
earbuds_05,earbuds,perplexity,2,anker,Anker Soundcore Space A40,2
earbuds_05,earbuds,perplexity,2,oneplus,OnePlus Buds 4,3
earbuds_05,earbuds,perplexity,3,earfun,(mentioned: earfun),1
earbuds_05,earbuds,perplexity,3,anker,(mentioned: anker),2
earbuds_05,earbuds,perplexity,3,soundcore,(mentioned: soundcore),3
earbuds_05,earbuds,perplexity,3,oneplus,(mentioned: oneplus),4
earbuds_05,earbuds,claude,1,earfun,EarFun Air Pro 4,1
earbuds_05,earbuds,claude,1,anker,Anker Soundcore Liberty 4 NC,2
earbuds_05,earbuds,claude,2,apple,(mentioned: apple),1
earbuds_05,earbuds,claude,2,earfun,(mentioned: earfun),2
earbuds_05,earbuds,claude,2,liberty,(mentioned: liberty),3
earbuds_05,earbuds,claude,2,soundcore,(mentioned: soundcore),4
earbuds_05,earbuds,claude,3,apple,(mentioned: apple),1
earbuds_05,earbuds,claude,3,earfun,(mentioned: earfun),2
earbuds_05,earbuds,claude,3,anker,(mentioned: anker),3
earbuds_05,earbuds,claude,3,liberty,(mentioned: liberty),4
earbuds_05,earbuds,claude,3,soundcore,(mentioned: soundcore),5
earbuds_05,earbuds,deepseek,1,anker,Soundcore by Anker Space A40,1
earbuds_05,earbuds,deepseek,1,earfun,EarFun Air Pro 3,2
earbuds_05,earbuds,deepseek,2,anker,Soundcore by Anker Space A40,1
earbuds_05,earbuds,deepseek,2,earfun,EarFun Air Pro 3,2
earbuds_05,earbuds,deepseek,3,anker,Soundcore by Anker Space A40,1
earbuds_05,earbuds,deepseek,3,earfun,EarFun Air Pro 3,2
earbuds_05,earbuds,deepseek,3,soundcore,Soundcore Life P3,3
earbuds_05,earbuds,deepseek,3,tozo,TOZO NC2,4
earbuds_06,earbuds,chatgpt,1,soundpeats,SoundPEATS Capsule3 Pro+,1
earbuds_06,earbuds,chatgpt,1,nothing,Nothing Ear,2
earbuds_06,earbuds,chatgpt,1,anker,Anker Soundcore Space A40,3
earbuds_06,earbuds,chatgpt,1,earfun,EarFun Air Pro 4+,4
earbuds_06,earbuds,chatgpt,2,nothing,Nothing Ear,1
earbuds_06,earbuds,chatgpt,2,oneplus,OnePlus Buds 3,2
earbuds_06,earbuds,chatgpt,2,anker,Anker Soundcore Space A40,3
earbuds_06,earbuds,chatgpt,2,samsung,Samsung Galaxy Buds FE,4
earbuds_06,earbuds,chatgpt,3,soundpeats,SOUNDPEATS Capsule3 Pro+,1
earbuds_06,earbuds,chatgpt,3,earfun,EarFun Air Pro 4,2
earbuds_06,earbuds,chatgpt,3,oneplus,OnePlus Buds 3,3
earbuds_06,earbuds,chatgpt,3,nothing,Nothing Ear,4
earbuds_06,earbuds,gemini,1,earfun,EarFun Air Pro 4+,1
earbuds_06,earbuds,gemini,1,soundpeats,SoundPEATS Capsule3 Pro+,2
earbuds_06,earbuds,gemini,1,nothing,Nothing Ear,3
earbuds_06,earbuds,gemini,1,anker,Anker Soundcore Space A40 Truly Wireless,4
earbuds_06,earbuds,gemini,2,earfun,(mentioned: earfun),1
earbuds_06,earbuds,gemini,2,anker,(mentioned: anker),2
earbuds_06,earbuds,gemini,2,liberty,(mentioned: liberty),3
earbuds_06,earbuds,gemini,2,jabra,(mentioned: jabra),4
earbuds_06,earbuds,gemini,2,soundcore,(mentioned: soundcore),5
earbuds_06,earbuds,gemini,2,nothing,(mentioned: nothing),6
earbuds_06,earbuds,gemini,2,soundpeats,(mentioned: soundpeats),7
earbuds_06,earbuds,gemini,3,anker,Anker Soundcore Liberty 4 NC,1
earbuds_06,earbuds,gemini,3,earfun,EarFun Air Pro 4 / EarFun Air Pro 4+,2
earbuds_06,earbuds,gemini,3,1more,1MORE ComfoBuds Pro,3
earbuds_06,earbuds,gemini,3,nothing,Nothing Ear,4
earbuds_06,earbuds,gemini,3,soundpeats,SoundPEATS Capsule3 Pro+,5
earbuds_06,earbuds,gemini,3,jbl,JBL Vibe Beam,6
earbuds_06,earbuds,perplexity,1,earfun,(mentioned: earfun),1
earbuds_06,earbuds,perplexity,1,nothing,(mentioned: nothing),2
earbuds_06,earbuds,perplexity,1,soundpeats,(mentioned: soundpeats),3
earbuds_06,earbuds,perplexity,2,earfun,(mentioned: earfun),1
earbuds_06,earbuds,perplexity,2,nothing,(mentioned: nothing),2
earbuds_06,earbuds,perplexity,2,soundpeats,(mentioned: soundpeats),3
earbuds_06,earbuds,perplexity,3,soundpeats,SoundPEATS Capsule3 Pro+,1
earbuds_06,earbuds,perplexity,3,nothing,Nothing Ear,2
earbuds_06,earbuds,perplexity,3,oneplus,OnePlus Buds 4,3
earbuds_06,earbuds,claude,1,earfun,EarFun Air Pro 4+,1
earbuds_06,earbuds,claude,1,soundpeats,SoundPEATS Capsule3 Pro+,2
earbuds_06,earbuds,claude,1,anker,Anker Soundcore Space A40,3
earbuds_06,earbuds,claude,2,soundpeats,SoundPEATS Capsule3 Pro+,1
earbuds_06,earbuds,claude,2,earfun,EarFun Air Pro 4+,2
earbuds_06,earbuds,claude,2,anker,Anker Soundcore Space A40,3
earbuds_06,earbuds,claude,3,earfun,EarFun Air Pro 4,1
earbuds_06,earbuds,claude,3,nothing,Nothing Ear,2
earbuds_06,earbuds,claude,3,liberty,Soundcore Liberty 4 NC,3
earbuds_06,earbuds,claude,3,anker,Anker Soundcore Space A40,4
earbuds_06,earbuds,deepseek,1,earfun,EarFun Air Pro 3,1
earbuds_06,earbuds,deepseek,1,anker,Soundcore by Anker Liberty 4 NC,2
earbuds_06,earbuds,deepseek,1,samsung,Samsung Galaxy Buds2,3
earbuds_06,earbuds,deepseek,1,soundpeats,Soundpeats Air4 Pro,4
earbuds_06,earbuds,deepseek,1,jabra,Jabra Elite 4,5
earbuds_06,earbuds,deepseek,2,earfun,(mentioned: earfun),1
earbuds_06,earbuds,deepseek,2,anker,(mentioned: anker),2
earbuds_06,earbuds,deepseek,2,soundcore,(mentioned: soundcore),3
earbuds_06,earbuds,deepseek,2,samsung,(mentioned: samsung),4
earbuds_06,earbuds,deepseek,2,soundpeats,(mentioned: soundpeats),5
earbuds_06,earbuds,deepseek,2,jbl,(mentioned: jbl),6
earbuds_06,earbuds,deepseek,3,1more,1MORE ComfoBuds Pro,1
earbuds_06,earbuds,deepseek,3,anker,Soundcore,2
earbuds_06,earbuds,deepseek,3,samsung,Samsung Galaxy Buds2,3
earbuds_06,earbuds,deepseek,3,edifier,Edifier NeoBuds Pro,4
earbuds_07,earbuds,chatgpt,1,jbl,JBL Endurance Race 2,1
earbuds_07,earbuds,chatgpt,1,earfun,EarFun Free Pro 3,2
earbuds_07,earbuds,chatgpt,1,skullcandy,Skullcandy Push Active,3
earbuds_07,earbuds,chatgpt,2,jbl,JBL Endurance Race 2,1
earbuds_07,earbuds,chatgpt,2,anker,Anker Soundcore P25i,2
earbuds_07,earbuds,chatgpt,3,jbl,JBL Endurance Race 2,1
earbuds_07,earbuds,chatgpt,3,anker,Anker Soundcore Sport X20,2
earbuds_07,earbuds,gemini,1,tozo,TOZO T6 True Wireless Earbuds,1
earbuds_07,earbuds,gemini,1,jbl,JBL Endurance Race True Wireless Earbuds,2
earbuds_07,earbuds,gemini,1,anker,Anker Soundcore P20i True Wireless Earbuds,3
earbuds_07,earbuds,gemini,2,anker,(mentioned: anker),1
earbuds_07,earbuds,gemini,2,jabra,(mentioned: jabra),2
earbuds_07,earbuds,gemini,2,soundcore,(mentioned: soundcore),3
earbuds_07,earbuds,gemini,3,skullcandy,Skullcandy Push Active True Wireless,1
earbuds_07,earbuds,gemini,3,anker,Anker Soundcore Life P3,2
earbuds_07,earbuds,gemini,3,earfun,EarFun Free Pro 3,3
earbuds_07,earbuds,perplexity,1,anker,(mentioned: anker),1
earbuds_07,earbuds,perplexity,1,beats,(mentioned: beats),2
earbuds_07,earbuds,perplexity,1,soundcore,(mentioned: soundcore),3
earbuds_07,earbuds,perplexity,2,soundpeats,SoundPEATS Air5 Pro+,1
earbuds_07,earbuds,perplexity,3,anker,Anker Soundcore Space A40 Truly Wireless,1
earbuds_07,earbuds,perplexity,3,soundpeats,SoundPEATS Air5 Pro+,2
earbuds_07,earbuds,claude,1,jbl,JBL Endurance Race 2,1
earbuds_07,earbuds,claude,1,beats,Beats Powerbeats Fit,2
earbuds_07,earbuds,claude,1,tozo,TOZO T10,3
earbuds_07,earbuds,claude,1,anker,Anker Soundcore Sport X20,4
earbuds_07,earbuds,claude,2,jbl,JBL Endurance Race 2,1
earbuds_07,earbuds,claude,2,anker,Anker Soundcore Life A1,2
earbuds_07,earbuds,claude,2,skullcandy,Skullcandy Dime 2,3
earbuds_07,earbuds,claude,3,jbl,JBL Endurance Race 2,1
earbuds_07,earbuds,claude,3,beats,Beats Powerbeats Fit,2
earbuds_07,earbuds,deepseek,1,soundcore,Soundcore Sport X10,1
earbuds_07,earbuds,deepseek,1,tozo,Tozo A1,2
earbuds_07,earbuds,deepseek,1,beats,Beats Flex,3
earbuds_07,earbuds,deepseek,1,skullcandy,Skullcandy Dime 3,4
earbuds_07,earbuds,deepseek,2,anker,Soundcore by Anker A20i,1
earbuds_07,earbuds,deepseek,2,tozo,Tozo T6,2
earbuds_07,earbuds,deepseek,3,anker,Soundcore by Anker Sport X10,1
earbuds_07,earbuds,deepseek,3,beats,Beats Flex,2
earbuds_07,earbuds,deepseek,3,tozo,TOZO T6,3
earbuds_07,earbuds,deepseek,3,sennheiser,Sennheiser CX True Wireless,4
earbuds_08,earbuds,chatgpt,1,sony,Sony WF,1
earbuds_08,earbuds,chatgpt,1,apple,Apple AirPods Pro 3,2
earbuds_08,earbuds,chatgpt,1,technics,Technics EAH,3
earbuds_08,earbuds,chatgpt,1,sennheiser,Sennheiser MOMENTUM True Wireless 4,4
earbuds_08,earbuds,chatgpt,2,sony,Sony WF,1
earbuds_08,earbuds,chatgpt,2,bose,Bose QuietComfort Ultra Earbuds,2
earbuds_08,earbuds,chatgpt,2,apple,Apple AirPods Pro 3,3
earbuds_08,earbuds,chatgpt,2,sennheiser,Sennheiser MOMENTUM True Wireless 4,4
earbuds_08,earbuds,chatgpt,2,samsung,Samsung Galaxy Buds3 Pro,5
